Species,Subspecies,Hybrid,MorphogroupID,SpeciesID,SubspeciesID,Clade2012,SpecimenID,HerbariumSheetID,Family,Species_Full_Name,Country,Fst_political,Snd_political,Locality,Habitat,Elevation,Latitude,LatitudeDeg,LatitudeMin,LatitudeSec,LatitudeNS,Longitude,LongitudeDeg,LongitudeMin,LongitudeSec,LongitudeEW,Collector,CollectorNumber,CollectionDate,DeterminedBy,SpecimenData,OlderLabelsData,Notes,DNA,TYPE,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOL,LPB,USZ
E. hypoglauca,NA,0,31,26,0,G,FZ280,MOUNM_FZ280,Escalloniaceae,Escallonia cf. hypoglauca,Bolivia,Cochabamba,Mizque,Cerca a Yacupartico,"Transición de bosque seco a bosque húmedo.  Creciendo en parte más húmeda a orillas de una quebrada (seca en invierno).  Crece con Calceolaria, Fuchsia, Ericaceae.",3352,-17.79208333,17,47,31.5,S,-65.4875,65,29,15,W,"F. Zapata, F. Huanca",280,7/25/07,F. Zapata 2007,"Arbusto 1 m; hojas con vena principal rojiza.  Las hojas son tipo Escallonia (venación, márgenes), pero sin flore ni frutos es difícil esta seguro.  Además las hojas están atacadas fuertemente por herbívoros.  Solamente se encontraron 2 individuos…época muy seca!!",,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. hypoglauca,NA,0,31,26,0,G,FZ281,MOUNM_FZ281,Escalloniaceae,Escallonia cf. hypoglauca,Bolivia,Cochabamba,Mizque,Cerca a Yacupartico,"Transición de bosque seco a bosque húmedo.  Creciendo en parte más húmeda a orillas de una quebrada (seca en invierno).  Crece con Calceolaria, Fuchsia, Ericaceae.",3352,-17.79208333,17,47,31.5,S,-65.4875,65,29,15,W,"F. Zapata, F. Huanca",281,7/25/07,F. Zapata 2007,"Arbusto 1 m; hojas con vena principal rojiza.  Las hojas son tipo Escallonia (venación, márgenes), pero sin flore ni frutos es difícil esta seguro.  Además las hojas están atacadas fuertemente por herbívoros.  Solamente se encontraron 2 individuos…época muy seca!!",,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. discolor,NA,0,19,33,0,D,FZ83,ANDES_3,Escalloniaceae,Escallonia cf. paniculata,Colombia,Cundinamarca,Subachoque,Vereda Casablanca,En borde de carretera en un potrero,2776,4.955555556,4,57,20,N,-74.16388889,74,9,50,W,F. Zapata,83,9/17/05,F. Zapata 2005,"Arbol 4 m.; tallos jóvenes rojizos, hojas discoloras, escasamente pubescentes flores blancas, disco amarillo fuerte, moscas visitando flores; fruto cápsulas pequeñas.",,,1,0,,,,,,,,,,,,,,,,,,,1,,,,,,
E. chlorophylla,NA,0,3,28,0,G,TP12603,MO03481383,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Sao Lorenco do Sul,"Main Road from Pelotas to Porto Alegre, between arroio S. Isabel & R. Camaqua (km 167).","Low, wet ground",25,-31.36666667,31,22,0,S,-51.96666667,51,58,0,W,T.M. Pedersen,12603,12/2/79,T.M. Pedersen 1983,"Shrub 1 m, flowers pink",,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,LR1531,MO3863141,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,,,,700,-23.55722222,23,33,26,S,-46.57555556,46,34,32,W,L. Riedel & Luschnath,1531,1831,R. Liesner 2000,,E. canescenes,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,W580,BR_873476,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Minas Gerais,,,,,-21.5,21,30,,S,-44.5,44,30,,W,Widgren,580,,Sleumer 1968,,E. chlorophylla var canescens,"really old spcm; no data, difficult to pin down geographically; used here only to include the northern collections",0,0,,,,,,,1,,,,1,1,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,ADs.n.,RB_92661,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Minas Gerais,Serra Caldas,,,1312,-21.9375,21,56,15,S,-46.39888889,46,23,56,W,"A.P. Duarte, E. Pereira",s.n.,4/8/46,P. Fevereiro 1975,,E. chlorophylla,Leaves are narrower,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,OH142,K262,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Sao Paulo,Jabaquara,,796,-23.35055556,23,21,2,S,-47.73888889,47,44,20,W,O. Handro,142,12/4/49,,"Arbusto do campo, flores alvas",E. chlorophylla var canescens,,0,0,,,,,,,,,1,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,IC1758,SP327519,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Ibiuna,"Proximidades de Rodovia SP-250, km 63, as margens da rua Caeiras","Campo alterado com cobertura de gramineas, entremeado de Eringeum",900,-23.69861111,23,41,55,S,-47.3025,47,18,9,W,"I. Cordeiro, O. Yano, J. Prado, F. Reille Mendes",1758,6/30/98,M. Lima 1999,"Arbusto, ate 2 m alt., calice verde-acinzentado, petalas alvas, anteras amarelas, estigma verde, frutos secos.",,Green leaves!! DNA?,0,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,FHSP723,SP723,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Butantan,,,745,-23.56772222,23,34,3.8,S,-46.71805556,46,43,5,W,F.C. Hoehne,SP723,11/16/16,,"Planta do campo seco, flores alvas",,Large leaves,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,FH252,GH_FO252,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Butantan,,,750,-23.56666667,23,34,,S,-46.71944444,46,43,10,W,F.C. Hoehne,252,6/16/17,,"Arbol lenhoso do campo, flores alvas",,smaller leaves than previous spcm,0,0,,1,,1,,,1,,,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,OH818,MO2226040,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Sao Paulo,Sao Paulo,Nativa no Jardim Botanico,,764,-23.2475,23,14,51,S,-46.78638889,46,47,11,W,O. Handro,818,10/13/58,O. Handro 1958,"Arbusto delgado do campo, ate 2 m de alt. Corola alva",,,0,0,1,1,,1,,,,1,1,,,,,,,1,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,GH28148,CTES218868,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Parana,Palmas,Horizonte,"Campo limpo, pedregoso",1000,-26.46666667,26,28,,S,-51.81666667,51,49,,W,G. Hatschbach,28148,12/3/51,,"Subarbusto  m, flor alvecente.",,Venation is really notorious,0,0,,,,,1,,,,,,,,,,1,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,GH8365,L143,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Parana,Arapoti,"Rio das Cenizas, Barra dos Perdizes",Campo,880,-24.11333333,24,6,48,S,-49.83916667,49,50,21,W,G. Hatschbach,8365,10/24/61,Sleumer 1968,"Arbusto 1.5 m, flor alva.",,"long leaves, green",0,0,,,,,,,,1,,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,JD669,F1546047,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Pelotas,,Dentro do Canal de ligacao com o Arroio do Pe. Doutor,70,-31.64833333,31,38,54,S,-52.42055556,52,25,14,W,"J. da Costa Sacco, P. Balduino Rambo",669,11/27/57,Sleumer 1968,"Arbusto 1. 5m, de altura. Flores roseas",,"Looks odd, similar to T. Pedersen's collection in RGS; flowers pinkish?",0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,
E. chlorophylla,NA,0,3,28,0,G,BR49390,L141,Escalloniaceae,Escallonia chlorophylla Cham. & Schltdl.,Brazil,Rio Grande do Sul,Taimbesinho,Sao Franciso de Paula,Ad barathrum in campestribus,800,-29.44944444,29,26,58,S,-50.58277778,50,34,58,W,B. Rambo,49390,12/18/50,Sleumer 1968,,E. chlorophylla by E.Rambo 1954,"glaucous leaves, small leaves; sympatry with E. petrophila",0,0,,,,,,,,1,,,,,,,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AH10542,MO5708552,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Córdoba,Punilla,"Sierra Grande, Rio Yuspe, en el cruce con ruta prov. 28, entre Los Gigantes y El Mirador",Frecuente en las fisuras rocosas,1650,-31.43361111,31,26,1,S,-64.83722222,64,50,14,W,A.T. Hunziker,10542,1/5/55,F. Zapata 2005,"Arbusto de 1 a 2 mt de altura, corola blanca",,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,JH3286,MO2382452,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Punilla,"Near Capilla del Monte, path up Cerro Uritorco",Bushy stony slope,1680,-30.85,30,51,,S,-64.5,64,30,,W,"J.G. Hawkes, J.P. Hjerting, K. Rahn",3286,1/23/66,Sleumer 1968,"Shrub to 1.5 m, flowers white scent of vainilla",E. angustifolia C.W. Hamilton 1999,"Green leaves!! DNA?  Note that this this is not the most northern spcm of this mpgr, there is anther spcm, in fruit, from La Rioja.",1,0,1,,,,,,,1,1,,,,,,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,TS21009,CORD_TS21009,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Cruz del Eje,"Estancia Pampa San Luis"", Quebrada Calderon",,1780,-31.28305556,31,16,59,S,-64.76666667,64,46,,W,T. Stuckert,21009,12/20/09,F. Zapata 2007,,,Brownish leaves; DNA? Relatively long leaves,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AH8793,CORD_AH8793,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Cruz del Eje,"Sierra Grande, al norte de Los Gigantes, El Mirador (Ruta Provincial 28)",,1800,-31.46388889,31,27,50,S,-64.68333333,64,41,,W,A.T. Hunziker,8793,2/2/51,F. Zapata 2007,,,Greenish but very old! Leaves are a bit narrower and smaller than in other spcms,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AH23121,CORD_AH23121,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Punilla,"Sierra Grande, falda E, cuesta de Copina, unos 2 km arriba de Copina, en las inmediaciones del primer puente",,1500,-31.56555556,31,33,56,S,-64.70166667,64,42,6,W,A.T. Hunziker,23121,12/14/78,F. Zapata 2007,,,Greenish but very old! Leaves are a bit large,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AC20422,K79,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,,Pampa de Achala,,2200,-31.58305556,31,34,59,S,-64.83305556,64,49,59,W,"A.L. Cabrera, R. Kiesling",20422,12/18/69,F. Zapata 2005,Arbusto flor blanca,,Green leaves!! DNA? Several young flowers and also some fruits.,0,0,,,,,,,,,1,,,,,,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,TS10534,CORD_TS10534,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,San Alberto,Mina Clavero,,1000,-31.71666667,31,43,,S,-65,65,0,,W,T. Stuckert,10534,12/12/01,F. Zapata 2007,,E. montana,Brownish leaves; DNA?,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,JS4070,MO2737974,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,,Between Cerro Blanco and La Hollada (Rancho Alegre); km 767 Ruta Nacional 20,Bank of stream,1300,-31.83333333,31,50,,S,-64.25,64,15,,W,J.C. Solomon,4070,12/12/78,F. Zapata 2005,"Small tree +/- 5 m, floweers white","E. cordobensis R. Liesner 1990, E. angustifolia R. Liesner 2000",Greenish leaves!! DNA? ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AH7240,MO1308889,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Calamuchita,"Altos Pampa, Arroyito Sol de Mayo",Entre rocas a orillas de arroyito,1300,-31.97277778,31,58,22,S,-64.795,64,47,42,W,A.T. Hunziker,7240,12/16/46,Sleumer 1968,Arbusto muy ramificado de +/- 1.5 m de alt.  Corola blanca,E. angustifolia R. Liesner 2000,"Brownish leaves; DNA?  Only one inflorescence branches, all the rest are unbranched; in general this character seems to be very polymorphic and maybe related to age/vigour of the shoot.",0,0,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,AH9671,CORD_AH9671,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,Cordoba,Calamuchita,"Sierra Grande, cerro Champaqui (falda E, al pie)",,2400,-31.97861111,31,58,43,S,-64.93,64,55,48,W,A.T. Hunziker,9671,1/17/52,F. Zapata 2007,"Corola blanca, poco frecuente. Detras de la casa de T. Dominguez",,Brownish leaves; DNA?,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,
E. cordobensis,NA,0,5,24,0,G,HGs.n.,L145,Escalloniaceae,Escallonia cordobensis (O.Kuntze) Hosseus,Argentina,San Luis,Canuto,Sierra del Potrero,Strauch in Gebirge,1000,-32.75,32,45,,S,-66.06666667,66,4,,W,H. Gerth,s.n.,1/1/10,Sleumer 1968,,E. montana,Brownish leaves; DNA? Very old.  This is the only spcm from San Luis I am including because it is the only one with flowers.  There are more spcms with frutis that fit the overall morphology of this mpgr in terms of leaf size and shape. ,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,
E. myrtilloides,myrtilloides,0,17,6,1,H,DS10115,MO3314958,Escalloniaceae,Escallonia corymbosa (Ruiz & Pav.) Pers.,Perú,Ancash,Recuay,"Huascaran N. P., above Querococha.",Cliff in puna grassland; morainal material.,4100,-9.7,9,42,,S,-77.31666667,77,19,,W,D.N. Smith & Flavia Escalona,10115,3/30/85,D.N. Smith 1986,Shrub 2m; fl white; fr green. Fls with sweet odor.,,,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,
E. discolor,NA,0,19,33,0,D,JC13460,US1851341,Escalloniaceae,Escallonia discolor Vent.,Colombia,Norte de Santander,Chitaga,Hoya del Río Chitagá,,2880,7.232777778,7,13,58,N,-72.45,72,27,,W,J. Cuatrecasas,13460,11/28/41,Sleumer 1966,Arbol corola blanca,,"Leaves look kind of different indeed, shape is more obovate and flowers also look a little bit larger.  Inflorescence measurement is very approximate as the inflorescence is not in very good shape! Midvein adaxial and abaxial pubescent!! Main axis of inflorescence, secondary axis, pedicels completely pubescent!!!  Also I have notices that some leaves look abaxially different, more whitish!  Also, the abaxially, the veins seem to be more acute with respect to main vein and going upwards!!!! determined as discolor!! Disk striated and very similar to the rest of the spcms. Leaf apex obtuse",0,0,,,,1,,,,,,,,,,,,,,,,,,,,,
E. discolor,NA,0,19,33,0,D,EK18727,US1354092,Escalloniaceae,Escallonia discolor Vent.,Colombia,Santander,La Baja,,Shaded bank,3300,7.369722222,7,22,11,N,-72.90916667,72,54,33,W,"E.P. Killip, A.C. Smith",18727,1/14/27,Sleumer 1966,"Tree, petals white",,"Smallish leaves and some spcms indeed show disocolor leaves (GH), but other don't (NY).  A lot of variation in leaf size, e.g. GH vs. NY.  Abaxial and adaxial midvein compeltely pubescent!! Abaxial the leaf has a slightly different color.  Secondary veins are also more acute with regards to midvein.  Margin is not as glandular or not all as in other spcms assigned to this mpgr. Margin is not ciliolate either.",0,0,,1,,,,,1,,,,,,,,,,,,,,,,,,
E. discolor,NA,0,19,33,0,D,EK17990,NY_EK17990,Escalloniaceae,Escallonia discolor Vent.,Colombia,Santander,California,Between California and Vetas,Edge of woods,2500,7.328611111,7,19,43,N,-72.91111111,72,54,40,W,"E.P. Killip, A.C. Smith",17990,1/15/27,Sleumer 1966,"Shrub 6-10 ft; calyx green, petals white",,"Smallish leaves, well developed inflorescence with somewhat large flowers.  Clearly the leaves are from young shoots, and very likely young leaves!  Leaves not as pubescent as the previous spcm, neither the ovary and pedicel and inflorescences brnaches.  Leaves have the acute secondary veins as other spcms with the same morphology; leaves are also sort of whitish underneath. Apex of leaves completely rounded",0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,SX262,RB381021,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,Morro do Elefante,Campo entre gramineas,1650,-22.71416667,22,42,51,S,-45.56861111,45,34,7,W,"S. Xavier, A.D. Pereira",262,11/25/91,G.A.D.C. Franco,"Arbustiva, ca. 1.6 m altura, flores brancas como o centro verde",,Brownish leaves; DNA? Shiny adaxial surface,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,
E. farinacea,NA,0,6,30,0,G,MK902,MO5089110,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Parana,São Jose dos Pinhais,BR-277 para Zinco,,890,-25.58388889,25,35,2,S,-49.24527778,49,14,43,W,"M.L. Kawasaki, L.R. Landrum, G. Hatschbach, F. Deodato, J.M. Silva",902,12/2/95,F. Zapata 2007,"Arbusto 2 m, flores brancas",E. bifida R. Liesner,Green leaves!! DNA?,0,0,1,,,,,,,,,,,,,,1,,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,AK42087,UC1619437,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Santa Catarina,Lages,"Parque das Pedras Brancas, 10 KM SE de Lages",Entre Grandes Rocas,1100,-28.05861111,28,3,31,S,-50.07444444,50,4,28,W,"A. Krapovickas, C.L. Cristobal",42087,1/19/88,F. Zapata 2007,"50 cm alt, flores blancas",E. megapotamica var. spiraefolia,Green leaves!! DNA? Some fruits and large ovaries,0,0,,,,,1,,,,,,,,1,,,,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,WP159,MOUNM_WP159,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 5 m antes do Pico, em frente do pequeno lago",Campo aberto próximo ao remanescente de mata de Araucária,1810,-22.77086111,22,46,15.1,S,-45.53102778,45,31,51.7,W,"W.A.A. Pires, F. Zapata",159,3/27/08,F. Zapata 2008,"Arbusto 1.8 m, com flor branca",,,0,0,1,,,,,,,,,,,,,,,,,,,1,,,,,
E. farinacea,NA,0,6,30,0,G,LF15,MO6275027,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Parana,Piraquara,,Borda de mata,914,-25.49422222,25,29,39.2,S,-49.04433333,49,2,39.6,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",15,3/11/08,F. Zapata 2008,Planta de hábito arbustivo com cerca de 1.5 m. Flor brnaca,,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,LF63,MO6275031,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Santa Catarina,Lages,Beira da SC-438,,1116,-27.89308333,27,53,35.1,S,-50.13913889,50,8,20.9,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",63,3/15/08,F. Zapata 2008,"Arbusto com 70 cm, corola branca, frutos imaturos (em álcool)",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,LF64,MO6275030,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Santa Catarina,Lages,Beira da SC-438,,1117,-27.89319444,27,53,35.5,S,-50.13888889,50,8,20,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",64,3/15/08,F. Zapata 2008,"Arbusto com 70 cm, corola branca, frutos imaturos (em álcool)",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,LF80,MO6275025,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Parana,Palmeira,Beira da estrada BR-277,,958,-25.46580556,25,27,56.9,S,-49.76647222,49,45,59.3,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",80,3/17/08,F. Zapata 2008,"Arbusto de 1 m, frutos imaturos (em álcool)",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,LF81,MO6275026,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Parana,Palmeira,Beira da estrada BR-277,,960,-25.46583333,25,27,57,S,-49.76666667,49,46,0,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",81,3/17/08,F. Zapata 2008,"Arbusto de 1 m, frutos imaturos (em álcool)",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,WP154,MO6275032,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 2 km antes do Pico","Campo aberto altamente modificado pelas atividades humana. Perto de uma pequena mata ciliar. Ocorrendo com outras plantas: Myrtaceae, Poaceae, Asteraceae",1796,-22.76136111,22,45,40.9,S,-45.54919444,45,32,57.1,W,"W.A.A. Pires, F. Zapata",154,3/27/08,F. Zapata 2008,"Arbusto 80 cm, frutos maduros",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,WP158,MO6294777,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 1 km antes do Pico","Beira de mata. Solo muito úmido com musgos. Ocorrendo com outras plantas: Fuchsia, Melastomataceae, Myrtaceae",1872,-22.76738889,22,46,2.6,S,-45.53822222,45,32,17.6,W,"W.A.A. Pires, F. Zapata",158,3/27/08,F. Zapata 2008,"Arbusto 1 m, frutos maduros. Em simpatria com E. bifida",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,NA,0,6,30,0,G,WP160,MO6275024,Escalloniaceae,Escallonia farinacea St. Hil..,Brazil,Sao Paulo,Campos do Jordao,"Serra da Mantiquiera, estrada para pico Itapeva, +/- 1 km antes do Pico","Estrada para Pico Itapeva, +/- 500 m antes do Pico, em frente do pequeno lago",1808,-22.77080556,22,46,14.9,S,-45.53083333,45,31,51,W,"W.A.A. Pires, F. Zapata",160,3/27/08,F. Zapata 2008,"Arbusto 80 cm, frutos maduros",,,1,0,1,,,,,,,,,,,,,,,1,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,GH10795,F1621626,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Porto Amazonas,Fazenda S. Luis,Ao longo de corrego na zona de campo,850,-25.53638889,25,32,11,S,-49.89472222,49,53,41,W,G. Hatschbach,10795,12/22/63,Sleumer 1968,"Arbusto 1.7 m, flor alva",E. farinacea,"F spcm has pubescent leaves, but L spcm has less!!! Brown leaves, DNA?",0,0,,,1,,,,,1,,,,,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,JS38,MO3581839,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Palmeira,Rio Capivara,Borda de capão,812,-25.39166667,25,23,30,S,-49.98138889,49,58,53,W,J.M. Silva,38,12/18/85,G. Hatschbach 1986,"Arbusto 2 m, flor alva",,Green leaves!! DNA?,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,VN108,MO5685733,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Colombo,Campestre,Campo graminoso das encostas de pequenos morros,1050,-25.03416667,25,2,3,S,-49.03333333,49,2,,W,V. Nicolack,108,12/15/89,G. Hatschbach 1990,"Arbusto 1 m, flores alvescentes",,,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,LS9075,US2269275,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Santa Catarina,Caçador,"Serra do Espigão, 18 km northeast of Caçador",Campo,1250,-26.65722222,26,39,26,S,-50.96111111,50,57,40,W,"L.B. Smith, P.E. Reitz",9075,12/22/56,Sleumer 1968,,,"Grenish, hairier than others spcms of this mpgr",0,0,,1,,1,,,,1,,,,,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,GH18440,L150,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Parana,Campo do Tenente,Ribeirão do Fazenda,Campo,830,-25.99666667,25,59,48,S,-49.65083333,49,39,3,W,"G. Hatschbach, O. Guimaraes",18440,1/25/68,Sleumer 1968,"Arbusto 1.5 m, flor alva",,"Greenish, DNA?  Myabe a juvenile as the inflorescence is not fully developed and does not branch",0,0,,,,,,,,1,,,,,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,BR49669,US2055051,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Santa Catarina,Lages,,Ad rivum in dumetosis,1000,-27.85,27,51,,S,-50.21666667,50,13,,W,B. Rambo,49669,1/10/51,Sleumer 1968,"Frutex 1 m, flor albo tenuissime roseo",,"Greenish, DNA?",0,0,,,,1,,,,1,,,,,,,,,,,,,,,,,
E. farinacea,farinacea,0,6,30,1,G,LF10,MOUNM_LF10,Escalloniaceae,Escallonia farinacea var. farinacea A. St. Hil.,Brazil,Paraná,Piraquara,,Beira de estrada,927,-25.51266667,25,30,45.6,S,-49.054,49,3,14.4,W,"L.H.M. Fonseca, F. Zapata, S.F. Alcântara",10,3/11/08,F. Zapata 2008,Planta de hábito arbustivo com cerca de 1.5 m. Ramos jovens vermelhos. Flores brancas; estigma verda,,Disk is not elevated!,1,0,1,,,,,,,,,,,,,,,,,,,1,,,,,
E. farinacea,jordanensis,0,6,30,2,G,PD15954,MO1035805,Escalloniaceae,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Jaguariahyva,,Ad marginem silvula,850,-24.25,24,15,0,S,-49.7,49,42,0,W,P. Dusén,15954,11/25/14,Sleumer 1968,,E. sellowiana; E. megapotamica R.Liesner,Old,0,0,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,
E. farinacea,jordanensis,0,6,30,2,G,NS5746,L171,Escalloniaceae,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Sao Paulo,Campos do Jordao,Umuarama,No margen do riacho,1650,-22.73888889,22,44,20,S,-45.59333333,45,35,36,W,N. Santos,5746,12/10/64,Sleumer 1968,"Arbusto, comun",,Brownish leaves; DNA?,0,0,,,1,,,,1,1,,,,,,,,,,,,,,,,,
E. farinacea,jordanensis,0,6,30,2,G,GH11940,US2484348,Escalloniaceae,Escallonia farinacea var. jordanensis (Sleumer) Sleumer,Brazil,Parana,Jaguariaiva,Lageado 5 reis,Beira de capão,860,-24.31666667,24,19,,S,-49.66666667,49,40,,W,G. Hatschbach,11940,12/3/64,Sleumer 1968,"Arbusto, flor alva",,"Greenish, DNA? Shiny adaxial surface of leaves",0,0,,1,,,1,,,1,,,,,,,,,,,,,,,,,
